zip,state,county,city
63942,Missouri,Ripley,
63937,Missouri,Butler,
63962,Missouri,Butler,
63946,Missouri,Carroll,
64014,Missouri,Jackson,Blue Springs
18032,Pennsylvania,Lehigh,Catasauqua
64019,Missouri,Johnson,
64012,Missouri,Cass,Belton
64022,Missouri,Lafayette,Dover
63957,Missouri,Wayne,Piedmont
63984,Missouri,Franklin,Union
63959,Missouri,Jefferson,
63956,Missouri,Wayne,
63964,Missouri,Madison,
63944,Missouri,Wayne,
63977,Missouri,Franklin,
63990,Missouri,Warren,
63965,Missouri,Carter,
64018,Missouri,Platte,Camden Point
64016,Missouri,Jackson,Buckner
63958,Missouri,Ripley,Naylor
64011,Missouri,Johnson,
63955,Missouri,Ripley,
63954,Missouri,Butler,Neelyville
64015,Missouri,Jackson,Blue Springs
64013,Missouri,Jackson,
63952,Missouri,Wayne,Mill Spring
63947,Missouri,Carter,Grandin
63951,Missouri,Wayne,
63960,Missouri,Stoddard,
64024,Missouri,Clay,Excelsior Springs
63966,Missouri,Butler,
63945,Missouri,Ripley,
63967,Missouri,Butler,
63961,Missouri,Butler,Qulin
64025,Kansas,Douglas,
64026,Missouri,Lafayette,
64039,Illinois,Cook,Lemont
14525,New York,Genesee,Pavilion
58472,North Dakota,Stutsman,
64037,Missouri,Lafayette,Higginsville
64071,Missouri,Lafayette,
64069,Missouri,Clay,
64041,Missouri,Gasconade,
64043,Maine,York,
64047,Missouri,Lafayette,
64068,Missouri,Clay,
64060,Missouri,Clay,
64070,Missouri,Jackson,
64056,Missouri,Jackson,Independence
64040,Missouri,Johnson,
64065,Missouri,Jackson,Lee's Summit
64053,Missouri,Jackson,Independence
64067,Missouri,Lafayette,Lexington
64064,Missouri,Jackson,Lee's Summit
64030,Missouri,Jackson,Grandview
64050,Missouri,Jackson,Independence
64049,Missouri,Johnson,Holden
64062,Missouri,Clinton,
64051,Missouri,Jackson,Independence
64029,Missouri,Jackson,Grain Valley
64057,Missouri,Jackson,Independence
64063,Missouri,Jackson,Lee's Summit
64066,Missouri,Jackson,
64036,Missouri,Ray,Henrietta
64054,Missouri,Jackson,Sugar Creek
64048,Missouri,Clinton,
64081,Missouri,Jackson,Lee's Summit
64113,Missouri,Jackson,Kansas City
64073,Missouri,Lafayette,
22167,New York,Delaware,Stamford
64078,Missouri,Cass,
64086,Missouri,Jackson,Lake Lotawana
64077,Missouri,Ray,
64079,Missouri,Platte,
64072,Missouri,Clay,Missouri City
64091,Missouri,Johnson,
64114,Missouri,Jackson,Kansas City
64094,Missouri,Johnson,
64089,Missouri,Clay,
64093,Missouri,Johnson,
64111,Missouri,Jackson,Kansas City
64083,Missouri,Cass,Raymore
64090,Missouri,Cass,Strasburg
64075,Missouri,Jackson,
64105,Missouri,Jackson,Kansas City
64074,Missouri,Lafayette,
64088,Missouri,Jackson,
64096,Missouri,Lafayette,Waverly
64106,Missouri,Jackson,Kansas City
64085,Missouri,Ray,Richmond
64112,Missouri,Jackson,Kansas City
64092,Missouri,Platte,
64084,Missouri,Ray,
64076,Missouri,Lafayette,
64097,Missouri,Lafayette,
64108,Missouri,Jackson,Kansas City
64082,Missouri,Jackson,Lee's Summit
64101,Missouri,Jackson,Kansas City
64148,Nebraska,Garden,
64120,Missouri,Jackson,Kansas City
64158,Missouri,Clay,Kansas City
64119,Missouri,Clay,Kansas City
64128,Missouri,Jackson,Kansas City
64156,Missouri,Clay,Kansas City
64117,Missouri,Clay,Kansas City
64149,Missouri,Jackson,Kansas City
64126,Missouri,Jackson,Kansas City
64137,Missouri,Jackson,Kansas City
64153,Missouri,Platte,Kansas City
64123,Missouri,Jackson,Kansas City
64154,Missouri,Platte,Kansas City
64138,Missouri,Jackson,Kansas City
64157,Missouri,Clay,Kansas City
64136,Missouri,Jackson,Kansas City
64131,Missouri,Jackson,Kansas City
64118,Missouri,Clay,Gladstone
64152,Missouri,Platte,
64155,Missouri,Clay,Kansas City
64151,Missouri,Platte,Kansas City
64159,Missouri,Clay,Kansas City
64127,Missouri,Jackson,Kansas City
64140,Nebraska,Perkins,Madrid
64125,Missouri,Jackson,Kansas City
64139,Missouri,Jackson,Kansas City
64133,Missouri,Jackson,Kansas City
64129,Missouri,Jackson,Kansas City
64134,Missouri,Jackson,Kansas City
64130,Missouri,Jackson,Kansas City
64424,Missouri,Harrison,
64352,Nebraska,Scotts Bluff,Lyman
20854,Maryland,Montgomery,Potomac
64176,Missouri,St. Clair,
64165,Missouri,Clay,Kansas City
64211,Florida,Manatee,
64420,Missouri,Worth,Allendale
64426,Missouri,Harrison,
64259,Missouri,Randolph,
64268,Missouri,Chariton,
64285,Missouri,Lafayette,
64297,Missouri,Lafayette,
64339,Missouri,Buchanan,
64188,Missouri,Clay,Gladstone
64345,Nebraska,Banner,
64351,Missouri,Saline,
64355,Missouri,Benton,
64356,Nebraska,Scotts Bluff,
64361,Nebraska,Scotts Bluff,Scottsbluff
64362,Missouri,Harrison,
64369,Missouri,Shelby,
64370,Missouri,Bates,
64383,Missouri,Warren,
64407,Missouri,Gentry,
64402,Missouri,Gentry,Albany
64421,Missouri,Andrew,
64166,Missouri,Clay,
64161,Missouri,Clay,Kansas City
64423,Missouri,Andrew,
64241,Illinois,Clark,Marshall
64344,Kansas,Montgomery,Elk City
64167,Missouri,Clay,
64221,Missouri,Andrew,Amazonia
64464,Missouri,Clinton,Lathrop
64468,Missouri,Nodaway,
64469,Missouri,DeKalb,Maysville
64467,Missouri,Harrison,
64471,Missouri,Harrison,
64442,Missouri,Harrison,
64446,Missouri,Atchison,
64456,Missouri,Worth,Grant City
64439,Missouri,Buchanan,
64428,Missouri,Nodaway,
64440,Missouri,Buchanan,
64466,Missouri,Holt,
64451,Missouri,Holt,Forest City
64470,Missouri,Holt,
64454,Missouri,Buchanan,
64432,Missouri,Nodaway,Clyde
64457,Missouri,Andrew,
64445,Missouri,Nodaway,
64433,Missouri,Nodaway,Conception
64465,Missouri,Clinton,
64427,Missouri,Andrew,
64449,Missouri,Andrew,
64437,Missouri,Holt,
64431,Missouri,Nodaway,
64434,Missouri,Nodaway,
64441,Missouri,Worth,
64458,Missouri,Harrison,
64459,Missouri,Andrew,
64429,Missouri,Clinton,
64453,Missouri,Gentry,
64461,Missouri,Nodaway,
64430,Missouri,DeKalb,
64472,Missouri,Vernon,
64486,Missouri,Worth,
64483,Missouri,Andrew,
64473,Missouri,Holt,Oregon
57439,South Dakota,Brown,Ferney
54976,Wisconsin,Waushara,
64484,Missouri,Buchanan,
64491,Missouri,Atchison,
64496,Missouri,Atchison,
64501,Missouri,Buchanan,St. Joseph
64504,Missouri,Buchanan,
64480,Missouri,Andrew,
64495,Missouri,Clinton,
64506,Missouri,Buchanan,St. Joseph
64477,Missouri,Clinton,Plattsburg
64494,Missouri,Andrew,
64500,Missouri,Buchanan,
64530,Missouri,Saline,
64538,Missouri,Livingston,
64540,Missouri,Daviess,
64492,Missouri,Clinton,
64499,Missouri,Worth,
64476,Missouri,Nodaway,
64481,Missouri,Harrison,
64479,Missouri,Nodaway,
64489,Missouri,Gentry,Stanberry
64487,Missouri,Nodaway,
64507,Missouri,Buchanan,
64497,Missouri,DeKalb,Weatherby
64485,Missouri,Andrew,Savannah
64474,Missouri,Clinton,
64505,Missouri,Andrew,
64547,Missouri,Pulaski,
64556,Missouri,Newton,
64562,Missouri,Phelps,
64563,Missouri,Laclede,
64568,Missouri,Chariton,
64573,Illinois,Fulton,
64580,Missouri,Newton,
64600,Missouri,Livingston,
64610,Wisconsin,Buffalo,
64632,Missouri,Harrison,
64638,Missouri,Livingston,
64621,Missouri,Carroll,
64605,Maine,Hancock,Ellsworth
2382,Massachusetts,Plymouth,
64629,Missouri,Caldwell,
41853,Kentucky,Letcher,Mayking
64634,Missouri,Carroll,
64561,Missouri,Schuyler,Queen City
64633,Missouri,Carroll,Carrollton
64613,Missouri,Linn,Bucklin
64624,Missouri,Caldwell,
64626,Missouri,Grundy,Brimson
64601,Missouri,Livingston,Chillicothe
64639,Missouri,Carroll,
64630,Missouri,Sullivan,
64643,Missouri,Livingston,
64644,Missouri,Caldwell,
64623,Missouri,Carroll,
64617,Missouri,Caldwell,Polo
64620,Missouri,Daviess,Altamont
64625,Missouri,Caldwell,
64637,Missouri,Caldwell,
64645,Missouri,Sullivan,
64682,Missouri,Carroll,
64649,Missouri,Caldwell,
64668,Missouri,Carroll,
64661,Missouri,Mercer,
64683,Missouri,Grundy,Trenton
64664,Missouri,Livingston,
64653,Missouri,Linn,Linneus
64673,Missouri,Mercer,Princeton
64655,Missouri,Putnam,Lucerne
64662,Missouri,Daviess,
64665,Missouri,Harrison,Mount Moriah
64681,Missouri,Chariton,
64677,Missouri,Linn,
64659,Missouri,Linn,Meadville
64692,Missouri,Carroll,Bogard
64679,Missouri,Grundy,
64660,Missouri,Chariton,
64686,Missouri,Livingston,Utica
64647,Missouri,Daviess,
64646,Missouri,Sullivan,
64650,Missouri,Caldwell,
64648,Missouri,Daviess,
64671,Missouri,Caldwell,
64658,Missouri,Chariton,
64674,Missouri,Linn,Purdin
64657,Missouri,Harrison,
64676,Missouri,Chariton,Rothville
64654,Missouri,Daviess,Lock Springs
64688,Missouri,Livingston,
64672,Missouri,Putnam,Powersville
64670,Missouri,Daviess,
64695,Missouri,Daviess,
64699,Missouri,Linn,
64702,Missouri,Vernon,
64744,Missouri,Cedar,
64748,Missouri,Jasper,
57543,South Dakota,Jackson,Kadoka
64728,Missouri,Vernon,Bronaugh
64759,Missouri,Barton,
64732,Missouri,Barton,
64733,Missouri,Johnson,
64724,Missouri,St. Clair,Appleton City
64736,Missouri,Henry,
64722,Missouri,Vernon,
64743,Missouri,Cass,East Lynne
64757,Missouri,McDonald,
64758,Missouri,Barton,
64760,Kansas,McPherson,
64764,Missouri,Bollinger,
64730,Missouri,Bates,Butler
64752,Missouri,Vernon,
64740,Missouri,Henry,
64726,Missouri,Henry,
64762,Missouri,Barton,
64755,Missouri,Jasper,
64739,Missouri,Cass,
64738,Missouri,St. Clair,
64725,Missouri,Bates,
64756,Missouri,Cedar,
64735,Missouri,Henry,
64761,Missouri,Johnson,
64741,Missouri,Vernon,Deerfield
64742,Missouri,Bates,
64747,Missouri,Cass,
64734,Kansas,Miami,
64765,Missouri,Newton,
64780,Missouri,St. Clair,
59333,Montana,Rosebud,
64773,Missouri,Vernon,
64774,Missouri,St. Clair,
64775,Missouri,Perry,
49894,Michigan,Delta,
64777,Missouri,St. Clair,
64790,Missouri,Vernon,
64767,Missouri,Vernon,
64781,Missouri,St. Clair,Roscoe
64785,Missouri,Cedar,
64786,Missouri,St. Clair,
64766,Missouri,Barton,Milford
64796,Missouri,St. Clair,
64778,Missouri,Vernon,
64833,Missouri,Jasper,Avilla
64810,Missouri,Jasper,
64818,Indiana,Allen,
64820,Oklahoma,Pontotoc,
64828,Nebraska,Seward,
64770,Missouri,Henry,Montrose
64832,Missouri,Jasper,Asbury
64822,Missouri,Jasper,Asbury
64804,Missouri,Jasper,Joplin
64803,Missouri,Newton,Redings Mill
64831,Missouri,McDonald,
64802,Missouri,Jasper,
64783,Missouri,St. Clair,
64830,Missouri,Jasper,
64784,Missouri,Barton,
64788,Missouri,Henry,
64771,Missouri,Vernon,
64832,Kansas,Crawford,
64843,Missouri,McDonald,
52577,Iowa,Mahaska,Oskaloosa
64915,Missouri,Jackson,Blue Springs
64858,Missouri,Newton,
64846,Illinois,Vermilion,
64844,Missouri,Newton,
64874,Missouri,Barry,
64836,Missouri,Jasper,
64854,Missouri,McDonald,
64851,Oklahoma,Lincoln,
64855,Missouri,Jasper,
64865,Missouri,Newton,
64873,Missouri,Newton,
64861,Missouri,McDonald,
64866,Missouri,Newton,
64890,Missouri,Newton,
64897,Missouri,Lafayette,
64901,Missouri,Lafayette,
64930,Missouri,DeKalb,
64925,Texas,Cherokee,Alto
64856,Missouri,McDonald,
64867,Missouri,McDonald,
64848,Missouri,Jasper,La Russell
64853,Missouri,McDonald,
64894,Missouri,Newton,Joplin
64857,Missouri,Jasper,Purcell
64864,Missouri,Jasper,
64863,Missouri,McDonald,
64869,Missouri,Jasper,Waco
64840,Missouri,Newton,
64845,Missouri,McDonald,Lanagan
64862,Missouri,Newton,
64870,Missouri,Jasper,Webb City
64970,Missouri,Vernon,
65000,Missouri,Benton,
65004,Missouri,Morgan,
65005,Missouri,Camden,
65007,Missouri,Morgan,
65014,Missouri,Gasconade,
65036,Missouri,Gasconade,Gasconade
4740,Maine,Aroostook,
60938,Illinois,Ford,
65046,Missouri,Moniteau,Jamestown
65021,Missouri,Boone,
65022,Missouri,Camden,
65017,Missouri,Miller,
65043,Missouri,Callaway,
65029,Missouri,Camden,
65033,California,Santa Clara,
65023,Missouri,Cole,
65032,Missouri,Miller,
65008,Missouri,Douglas,Ava
65012,Missouri,Moniteau,California
65001,Missouri,Osage,Argyle
65041,Missouri,Gasconade,
65045,Missouri,Moniteau,
65018,Missouri,Moniteau,California
65038,Missouri,Morgan,Laurie
65020,Missouri,Camden,
65025,Missouri,Cooper,
65013,Missouri,Maries,
65026,Missouri,Miller,
65042,Missouri,Moniteau,
65037,Missouri,Morgan,
65040,Missouri,Cole,
65034,Missouri,Morgan,
65011,Missouri,Morgan,
65081,Missouri,Moniteau,Tipton
65066,Missouri,Gasconade,
65054,Missouri,Osage,
65085,Missouri,Osage,
65075,Missouri,Miller,
65055,Missouri,Moniteau,
65049,Missouri,Camden,
65084,Missouri,Morgan,
65059,Missouri,Callaway,
65050,Missouri,Moniteau,
65053,Missouri,Cole,
65058,Missouri,Miller,
65070,Missouri,Camden,
65071,Missouri,Miller,
65073,Missouri,Cole,
65086,Missouri,Camden,
65087,Missouri,Morgan,
65078,Missouri,Morgan,
65056,Missouri,Camden,Osage Beach
65061,Missouri,Gasconade,
65077,Missouri,Callaway,
65068,Missouri,Cooper,
65082,Missouri,Miller,
65062,Missouri,Gasconade,
65065,Missouri,Camden,
65048,Missouri,Osage,
65069,Missouri,Montgomery,
65067,Missouri,Callaway,
65051,Missouri,Osage,
65079,Missouri,Camden,
65063,Missouri,Callaway,
65072,Missouri,Morgan,
65080,Missouri,Callaway,
65052,Missouri,Camden,
65090,Missouri,Callaway,
65091,Missouri,Gasconade,
65096,Alabama,Talladega,
65212,Missouri,Boone,Columbia
65089,Missouri,Clay,Smithville
6477,Connecticut,New Haven,Orange
65137,Missouri,Stone,
65149,Vermont,Windsor,
18216,Pennsylvania,Carbon,
65231,Missouri,Callaway,
65160,Texas,Kaufman,
65230,Missouri,Howard,
65157,Missouri,Clay,Kansas City
65236,Missouri,Chariton,Brunswick
65208,Missouri,Barry,
65216,Missouri,Boone,Columbia
65221,Missouri,Christian,
65223,Missouri,Newton,
65225,Missouri,Polk,
65102,Missouri,Cole,Jefferson City
65234,Missouri,Randolph,
65235,Missouri,Chariton,
65238,Missouri,Howard,
65103,Missouri,Maries,
65233,Missouri,Cooper,Boonville
65202,Missouri,Boone,
65240,Missouri,Audrain,
65154,Missouri,Platte,Parkville
65239,Missouri,Randolph,
65110,Missouri,Cole,
65232,Missouri,Audrain,
65109,Missouri,Cole,
65205,Missouri,Boone,
65285,Missouri,Audrain,
56729,Minnesota,Kittson,Halma
65276,Missouri,Cooper,
65258,Missouri,Monroe,Holliday
65252,Missouri,Callaway,
65260,Missouri,Randolph,
65244,Missouri,Randolph,
65280,Missouri,Audrain,
65265,Missouri,Audrain,
65247,Missouri,Macon,
65261,Missouri,Chariton,Keytesville
65250,Missouri,Howard,
65286,Missouri,Chariton,Triplett
65305,Missouri,Johnson,Whiteman AFB
65281,Missouri,Chariton,
65288,Missouri,Chariton,
65303,Missouri,Boone,
65274,Missouri,Howard,New Franklin
65256,Missouri,Boone,
65255,Missouri,Boone,
65254,Missouri,Howard,
65262,Missouri,Callaway,
65251,Missouri,Callaway,
65259,Missouri,Randolph,Huntsville
65301,Missouri,Pettis,
65275,Missouri,Monroe,Paris
65257,Missouri,Randolph,
65283,Missouri,Monroe,
65279,Missouri,Boone,
65243,Missouri,Audrain,
65284,Missouri,Boone,
65278,Missouri,Randolph,Renick
65309,Missouri,Morgan,
65315,Missouri,Benton,
65335,Missouri,Benton,
48168,Michigan,Wayne,
65344,Missouri,Saline,
65334,Missouri,Pettis,
65327,Missouri,Lafayette,
65351,Missouri,Saline,Sweet Springs
65324,Missouri,Camden,
65325,Missouri,Benton,
65336,Missouri,Johnson,
65341,Missouri,Montgomery,
65342,Missouri,Texas,
65337,Missouri,Pettis,
65350,Missouri,Pettis,
65340,Missouri,Saline,
65356,Missouri,Dallas,
65357,Missouri,Saline,
65359,Missouri,Macon,
65361,Arizona,Maricopa,
65368,Missouri,Henry,
65374,Nebraska,Richardson,
65355,Missouri,Benton,
65345,Missouri,Benton,
65330,Missouri,Saline,
65349,Missouri,Saline,Slater
65348,Missouri,Cooper,
65338,Missouri,Benton,
65347,Missouri,Saline,
65339,Missouri,Saline,Malta Bend
65333,Missouri,Saline,
65332,Missouri,Pettis,
65321,Missouri,Saline,
65323,Missouri,Henry,Calhoun
65376,Missouri,Cooper,
65388,Missouri,Benton,
65462,Missouri,Phelps,
65407,Missouri,Miller,
65418,Wisconsin,Monroe,
65419,Missouri,Texas,
65420,Missouri,Audrain,
65426,Kansas,Wabaunsee,
65431,Missouri,Shelby,
65432,Missouri,Webster,
65433,Missouri,Texas,
65434,Missouri,Callaway,
65435,Missouri,Crawford,Cuba
65406,Missouri,Buchanan,St. Joseph
49712,Michigan,Charlevoix,
65401,Missouri,Phelps,
65461,Missouri,Phelps,
65445,Missouri,Pulaski,
65464,Missouri,Texas,
65409,Missouri,Phelps,Rolla
65430,Missouri,Pulaski,Fort Leonard Wood
65454,Missouri,Pulaski,
65455,Missouri,Benton,
65443,Missouri,Maries,
65457,Missouri,Pulaski,
65463,Missouri,Laclede,
65436,Missouri,Phelps,
65459,Missouri,Pulaski,
65458,Missouri,Pulaski,Crocker
65440,Missouri,Reynolds,
65449,Missouri,Crawford,
65446,Missouri,Crawford,
65439,Missouri,Iron,
65402,Missouri,Phelps,Rolla
65465,Missouri,Maries,
65486,Missouri,Miller,
65542,Missouri,Texas,
65475,Missouri,McDonald,
65476,Missouri,Pulaski,
65470,Missouri,Laclede,
65482,Missouri,Miller,
65513,Missouri,Polk,Bolivar
65534,Missouri,Pulaski,
65468,Missouri,Texas,
65489,Missouri,Maries,
65498,Missouri,Texas,
65504,Missouri,Pulaski,
65506,Missouri,Gasconade,
65508,Missouri,Maries,
65516,Missouri,Taney,
65519,Missouri,Camden,
65522,Missouri,Dallas,
65523,Minnesota,Lake of the Woods,
65525,Missouri,Boone,
65530,Missouri,Saline,
65540,Missouri,Dent,
65538,Kansas,Nemaha,Seneca
65532,Missouri,Dent,
65543,Missouri,Laclede,
65541,Missouri,Dent,
65535,Missouri,Crawford,
65536,Missouri,Laclede,
65483,Missouri,Texas,Houston
65466,Missouri,Shannon,Eminence
65503,Kansas,Riley,Manhattan
65546,Missouri,Texas,Licking
65484,Missouri,Texas,
65491,Illinois,Will,Homer Glen
65601,Missouri,Polk,
65553,Missouri,Taney,
13028,New York,Oswego,
62931,Illinois,Gallatin,
65558,Missouri,Laclede,
65589,Missouri,Texas,
65562,Missouri,Dent,
65563,Missouri,Laclede,
65564,Missouri,Texas,
65556,Missouri,Pulaski,
65605,Missouri,Lawrence,
65560,Missouri,Dent,
65572,Missouri,Pulaski,
65583,Missouri,Pulaski,
65578,Missouri,Texas,
65585,Missouri,Pulaski,
65592,Missouri,Camden,
65597,Missouri,Camden,
65599,Missouri,Dallas,
65557,Missouri,Texas,
65571,Missouri,Texas,
65591,Missouri,Camden,
65590,Missouri,Dallas,
65565,Missouri,Crawford,
65570,Missouri,Texas,
65588,Missouri,Shannon,Winona
65559,Missouri,Phelps,
65555,Missouri,Texas,
65603,Missouri,Dade,Arcola
65584,Missouri,Pulaski,
65604,Missouri,Dade,
65600,Missouri,Lawrence,Aurora
65552,Missouri,Texas,
65586,Missouri,Crawford,
65635,Missouri,Cedar,
65637,Missouri,Howell,
65626,Missouri,Howell,
65608,Missouri,Douglas,Ava
65631,Missouri,Stone,
65617,Missouri,Polk,
65620,Missouri,Christian,
28543,North Carolina,Onslow,Jacksonville
65621,Missouri,Chariton,
65625,Missouri,Barry,Cassville
65647,Missouri,Barry,
65630,Missouri,Christian,
65609,Missouri,Ozark,Bakersfield
65606,Missouri,Oregon,Alton
65642,Missouri,Stone,
65643,Missouri,Dallas,
65636,Missouri,Stone,
65622,Missouri,Dallas,
65612,Missouri,Greene,
65614,Missouri,Taney,
65644,Missouri,Webster,
65618,Missouri,Ozark,
65640,Missouri,Polk,
65611,Missouri,Stone,
65624,Missouri,Stone,
65641,Missouri,Barry,Chain-O-Lakes
65646,Missouri,Lawrence,
65638,Missouri,Douglas,
65616,Missouri,Stone,Indian Point
65632,Missouri,Webster,
65607,Missouri,Douglas,Ava
65623,Missouri,Barry,Butterfield
65613,Missouri,Polk,
65675,Missouri,Stone,Hurley
65664,Missouri,Lawrence,Halltown
23502,Virginia,Norfolk,Norfolk
65655,Missouri,Ozark,Gainesville
65658,Missouri,Barry,
65648,Missouri,Greene,
65665,Missouri,Crawford,
65662,Missouri,Wright,
65676,Missouri,Dallas,
65670,Missouri,Polk,
65671,Missouri,Wright,
65653,Missouri,Taney,
65681,Missouri,Stone,
65649,Missouri,Polk,
65678,Missouri,Taney,
65657,Missouri,Christian,
65674,Missouri,Polk,
65687,Missouri,Texas,
65683,Missouri,Texas,Cabool
65672,Missouri,Taney,Hollister
65654,Missouri,Lawrence,Freistatt
65685,Missouri,Dallas,
65656,Missouri,Stone,
65679,Missouri,Taney,
65660,Missouri,Texas,
65677,Alabama,Henry,Abbeville
65688,Missouri,Howell,Brandsville
65667,Missouri,Wright,
65669,Missouri,Stone,
65650,Missouri,Polk,
65663,Missouri,Polk,
65723,Missouri,Lawrence,
65703,Missouri,McDonald,
65742,Missouri,Greene,
65731,Missouri,Taney,
65717,Missouri,Wright,
65733,Arkansas,Marion,
65730,Missouri,McDonald,
65704,Missouri,Wright,
65702,Missouri,Wright,
65716,Missouri,Polk,
65737,Missouri,Stone,
65701,Missouri,Cole,Jefferson City
65734,Missouri,Barry,
65738,Missouri,Greene,
65740,Missouri,Taney,Merriam Woods
65713,Missouri,Webster,
65725,Missouri,Polk,
65739,Missouri,Taney,
65736,Missouri,Webster,
65692,Missouri,Howell,
65735,Missouri,Hickory,
65710,Missouri,Polk,
65705,Missouri,Stone,
65714,Missouri,Christian,
65708,Missouri,Lawrence,
65721,Missouri,Christian,
65724,Missouri,Hickory,
65729,Missouri,Ozark,Pontiac
65711,Missouri,Wright,
65732,Missouri,Hickory,
65727,Missouri,Polk,
65722,Missouri,Laclede,
65689,Missouri,Texas,
65743,Missouri,Barry,
65775,Missouri,Howell,
2041,Massachusetts,Plymouth,Green Harbor-Cedar Crest
65752,Missouri,Lawrence,
65748,Missouri,Webster,
65749,Missouri,Texas,
65761,Missouri,Ozark,Sundown
65758,Missouri,Barry,Emerald Beach
65745,Missouri,McDonald,
65754,Missouri,Christian,Spokane
65770,Missouri,Greene,
65763,Missouri,Taney,
65766,Missouri,Taney,Branson
65762,Missouri,Lawrence,
65755,Missouri,McDonald,
65780,Missouri,Taney,
65769,Missouri,Lawrence,
65760,Missouri,Ozark,
65747,Missouri,Barry,Shell Knob
65777,Missouri,Howell,
65784,Missouri,Vernon,
65768,Kansas,Reno,
65756,Missouri,Lawrence,
65781,Missouri,Greene,
65786,Missouri,Camden,
65765,Missouri,St. Clair,
65772,Missouri,McDonald,
65744,Missouri,Taney,
65778,Missouri,Oregon,
65757,Missouri,Greene,
65759,Missouri,Taney,
65771,Missouri,Taney,
65815,Nebraska,Valley,Arcadia
65793,Missouri,Howell,Willow Springs
65807,Missouri,Greene,
65897,Missouri,Greene,Springfield
65882,Missouri,Maries,Vienna
65859,Missouri,Jasper,Reeds
65804,Missouri,Greene,Springfield
65801,Missouri,Greene,
65823,Illinois,Marion,
65824,Missouri,Boone,
65827,Missouri,Christian,
65843,Missouri,Texas,
65846,Missouri,Stoddard,
65850,Nebraska,Gosper,
65862,Missouri,Newton,
65867,Missouri,New Madrid,
65803,Missouri,Greene,
65830,Missouri,Pemiscot,Caruthersville
65876,Missouri,Camden,
65879,Missouri,Taney,
65889,Missouri,Texas,
65904,Missouri,Callaway,
65910,Missouri,Greene,
65789,Missouri,Howell,Pomona
65787,Missouri,Camden,
65899,Missouri,Greene,Springfield
65883,Missouri,St. Charles,Wentzville
65806,Missouri,Greene,Springfield
65802,Missouri,Greene,
65874,Missouri,Barry,Wheaton
65875,Missouri,Cedar,Stockton
65790,Missouri,Howell,
65920,Missouri,Camden,
65937,Missouri,Stone,
66032,Kansas,Anderson,Garnett
65946,Missouri,Moniteau,
65959,Missouri,Miller,
65962,Missouri,Oregon,
65969,Missouri,Lawrence,
65979,Missouri,Morgan,
66020,Kansas,Leavenworth,
35673,Alabama,Morgan,Trinity
66010,Kansas,Linn,
66036,Kansas,Miami,
66013,Kansas,Miami,
66018,Kansas,Johnson,De Soto
66002,Kansas,Atchison,Atchison
66039,Kansas,Allen,
66028,Kansas,Atchison,
66033,Kansas,Anderson,
66019,Kansas,Johnson,De Soto
66006,Kansas,Douglas,
66027,Kansas,Leavenworth,Leavenworth
66030,Kansas,Johnson,Gardner
66037,Missouri,Franklin,Gerald
66008,Kansas,Doniphan,Bendena
66035,Kansas,Doniphan,Highland
66024,Kansas,Doniphan,Elwood
66012,Kansas,Wyandotte,Bonner Springs
66016,Kansas,Atchison,
66031,Kansas,Johnson,
66023,Kansas,Atchison,Effingham
66000,Kansas,Johnson,Shawnee
66015,Kansas,Anderson,
65941,Missouri,Gasconade,Hermann
66026,Kansas,Miami,
66077,Kansas,Leavenworth,Leavenworth
66053,Kansas,Miami,
66062,Kansas,Johnson,Olathe
66070,Kansas,Jefferson,
66042,Kansas,Franklin,
66060,Kansas,Jefferson,
66078,Kansas,Franklin,
66075,Kansas,Linn,
66069,Kansas,Johnson,Olathe
66049,Kansas,Douglas,Lawrence
66066,Kansas,Jefferson,
66055,Kansas,Douglas,Lecompton
66065,Kansas,Linn,
66068,Kansas,Johnson,
66081,Kansas,Doniphan,
66046,Kansas,Douglas,Lawrence
66083,Kansas,Miami,
66067,Kansas,Franklin,
66085,Kansas,Johnson,
66050,Kansas,Shawnee,
66051,Kansas,Johnson,Olathe
66073,Kansas,Jefferson,
66045,Kansas,Douglas,Lawrence
66064,Kansas,Miami,Osawatomie
66056,Kansas,Linn,
66076,Kansas,Franklin,
66054,Kansas,Jefferson,
66080,Kansas,Franklin,
66072,Kansas,Linn,
66063,Minnesota,Blue Earth,Madison Lake
66061,Kansas,Johnson,Olathe
66048,Kansas,Leavenworth,Leavenworth
66118,Kansas,Wyandotte,Kansas City
66149,Kansas,Jackson,Denison
18036,Pennsylvania,Lehigh,Coopersburg
66109,Kansas,Wyandotte,Kansas City
66101,Kansas,Wyandotte,Kansas City
66103,Kansas,Wyandotte,Kansas City
66113,Kansas,Wyandotte,Edwardsville
66207,Kansas,Johnson,Overland Park
66180,Illinois,Champaign,Urbana
66088,Kansas,Jefferson,Valley Falls
66086,Kansas,Leavenworth,
66204,Kansas,Johnson,Overland Park
66145,Kansas,Nemaha,
66154,Illinois,Woodford,
66156,Kansas,Cowley,
66201,Kansas,Johnson,Merriam
66106,Kansas,Wyandotte,Kansas City
66205,Kansas,Johnson,Fairway
66091,Kansas,Anderson,
66092,Kansas,Miami,
66112,Kansas,Wyandotte,Kansas City
66093,Kansas,Coffey,
66087,Kansas,Doniphan,
66209,Kansas,Johnson,Leawood
66105,Kansas,Wyandotte,Kansas City
66095,Kansas,Franklin,
66089,Kansas,Leavenworth,Tonganoxie
